"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
41,"No","Travel_Rarely",645,"Sales",1,3,"Marketing",1,534,2,"Male",49,4,1,"Sales Executive",1,"Married",5358.73821030829,19566,1,"Y","No",16,3,3,80,1,21,2,3,10,7,0,7
28,"No","Travel_Rarely",1300,"Research & Development",17,2,"Medical",1,536,3,"Male",79,NA,2,"Laboratory Technician",1,"Divorced",6160.52529015923,13535,1,"Y","No",12,3,4,80,1,10,2,3,10,0,13,2
25,"Yes","Travel_Rarely",688,"Research & Development",3,3,"Medical",46,538,1,"Male",91,3,1,NA,1,"Married",5363.26518469564,9396,5,"Y","No",17,3,3,80,1,6,5,3,2,1,0,2
52,"No","Travel_Rarely",319,"Research & Development",3,3,"Medical",1,543,4,"Male",39,2,3,"Manufacturing Director",3,"Married",10343.4102907296,19609,2,"Y","Yes",14,3,3,5,0,28,4,3,5,4,0,4
45,"No","Travel_Rarely",192,"Research & Development",10,2,"Life Sciences",1,544,1,"Male",69,3,1,"Research Scientist",3,"Married",3390.09163795241,9655,3,"Y","No",NA,4,4,80,2,8,3,2,2,13,0,2
52,NA,"Travel_Rarely",1002,"Research & Development",4,2,NA,1,546,4,"Female",30,3,4,"Manager",4,"Married",9293.2682589507,9873,2,"Y","No",13,3,4,80,0,31,2,1,5,12,1,NA
42,"No","Travel_Frequently",532,"Research & Development",29,2,"Life Sciences",1,NA,NA,"Female",92,3,2,"Research Scientist",3,"Divorced",3894.60256260676,12932,2,"Y","No",11,4,2,80,1,19,3,3,5,4,0,2
30,"No","Travel_Rarely",317,"Research & Development",2,5,NA,1,548,3,"Female",43,1,2,"Manufacturing Director",4,"Single",8222.91972872919,24793,2,"Y",NA,20,3,NA,80,0,11,2,1,5,4,0,2
60,"No","Travel_Rarely",422,"Research & Development",7,3,"Life Sciences",1,549,NA,"Female",41,3,5,"Manager",1,"Married",32651.3174907455,5671,5,NA,"No",11,3,1,80,0,33,5,1,29,11,11,10
46,"No","Travel_Rarely",427,"Research & Development",18,3,NA,1,550,3,"Female",87,3,2,"Manufacturing Director",3,"Divorced",2105.7902292159,NA,2,"Y","No",14,3,3,80,1,19,3,4,10,15,0,8
42,"No","Travel_Frequently",1368,"Research & Development",28,4,"Technical Degree",1,551,NA,"Female",88,2,2,"Healthcare Representative",4,"Married",8201.79429097089,4386,0,NA,NA,11,3,4,80,3,7,4,4,6,5,0,4
24,"Yes","Travel_Rarely",1238,"Sales",4,1,"Technical Degree",1,554,1,"Female",62,3,1,"Sales Representative",2,"Single",12331.9136976549,21972,1,"Y","Yes",16,3,NA,57,0,6,4,3,5,3,1,4
34,"Yes","Travel_Frequently",296,"Sales",6,2,"Marketing",1,555,4,"Female",33,1,1,"Sales Representative",3,NA,116872,20684,0,"Y","No",23,3,4,80,1,3,3,2,2,2,1,0
29,"No","Travel_Frequently",1490,"Research & Development",1,2,"Life Sciences",1,556,4,"Male",42,3,1,"Laboratory Technician",4,NA,114616,12106,1,"Y","Yes",23,4,3,80,1,1,3,3,1,0,0,0
40,"No","Travel_Rarely",1398,"Sales",2,4,"Life Sciences",1,558,3,"Female",79,3,1,"Manager",NA,"Married",17136.1803983692,13022,0,"Y","No",14,3,NA,80,0,NA,2,3,20,15,1,11
26,"No","Travel_Rarely",1349,"Research & Development",23,NA,"Life Sciences",1,560,1,"Female",96,3,1,"Research Scientist",4,"Divorced",2473.57597860314,3032,1,"Y","No",22,4,2,80,2,NA,3,1,3,2,0,2
30,"No","Non-Travel",1400,"Research & Development",3,3,"Life Sciences",NA,562,3,"Male",53,NA,1,"Laboratory Technician",4,"Married",1290.38292204921,16734,4,"Y","No",15,NA,3,80,1,9,3,1,5,3,1,4
29,"No","Travel_Rarely",986,"Research & Development",3,4,"Medical",62,564,2,"Male",93,2,3,"Research Director",3,"Married",12100.9517386607,21526,1,"Y","No",18,3,3,80,0,10,2,3,50,2,0,7
29,"Yes","Travel_Rarely",408,NA,25,5,"Technical Degree",1,565,3,"Female",71,2,1,"Research Scientist",NA,"Married",2211.83011506143,14011,5,"Y","No",18,3,2,80,0,6,2,4,2,2,1,1
52,NA,"Travel_Rarely",489,"Human Resources",2,2,"Technical Degree",39,566,1,NA,52,3,1,"Human Resources",4,"Single",23.8051755972781,18437,1,"Y","No",12,3,3,80,NA,1,3,4,1,NA,NA,0
30,"No","Non-Travel",1398,"Sales",22,4,"Other",1,567,3,"Female",69,NA,3,"Sales Executive",1,"Married",3405.78189096349,2890,0,"Y","No",11,4,3,80,0,10,3,3,9,8,7,8
57,"No","Travel_Rarely",210,"Sales",29,3,"Marketing",1,568,NA,"Male",56,4,4,NA,4,"Divorced",5093.52075823866,22102,3,"Y","No",12,3,3,80,1,32,3,2,NA,14,11,0
50,"No","Travel_Rarely",1099,"Research & Development",NA,4,"Life Sciences",1,569,2,"Male",98,2,4,"Manager",3,"Married",10985.5775902791,9314,NA,"Y","No",15,3,2,80,1,28,2,3,NA,10,15,7
30,"No","Non-Travel",1116,"Research & Development",2,3,"Medical",1,571,3,"Female",49,3,1,"Laboratory Technician",4,"Single",737.330561291804,7181,0,"Y","No",14,3,1,80,0,12,2,2,11,7,6,7
28,"No","Travel_Frequently",1499,"Sales",28,3,"Marketing",1,NA,3,"Female",80,2,3,"Sales Executive",1,"Married",1081.15522444546,2845,4,NA,"No",19,3,4,80,0,22,5,4,18,13,13,11
40,"No","Travel_Rarely",983,"Research & Development",2,2,"Medical",1,574,1,"Female",NA,3,2,"Manufacturing Director",4,"Divorced",1664.87563340273,7389,5,"Y","No",13,3,3,80,3,NA,2,3,5,1,0,4
31,NA,"Travel_Rarely",1009,"Research & Development",9,3,"Life Sciences",1,575,1,"Male",51,3,4,"Research Director",NA,"Married",51585.1266433425,2288,6,"Y","No",NA,3,3,80,0,26,NA,1,3,2,0,1
36,"No","Travel_Rarely",144,NA,22,3,"Life Sciences",1,577,4,"Male",46,1,1,"Laboratory Technician",3,NA,10118.6450715511,19225,0,"Y","No",15,3,3,80,0,6,2,3,5,4,4,3
54,"No","Travel_Rarely",548,"Research & Development",8,4,"Life Sciences",1,578,NA,NA,42,3,2,"Laboratory Technician",3,"Single",3308.83468936573,NA,7,"Y","No",11,3,3,80,0,19,NA,3,1,0,0,0
34,"No","Travel_Rarely",1303,"Research & Development",2,4,"Life Sciences",1,579,4,"Male",62,2,2,"Research Scientist",3,NA,8728.4143985048,8416,3,"Y","No",12,3,3,80,1,14,3,3,7,6,5,7
54,"No","Travel_Rarely",1125,"Sales",10,3,"Marketing",1,580,3,NA,94,2,3,"Sales Executive",4,"Married",3603.44493366841,11563,2,"Y","Yes",19,3,3,80,2,15,3,3,3,2,1,2
31,"No","Travel_Rarely",1274,"Research & Development",9,1,"Life Sciences",1,1717,3,NA,33,3,3,"Manufacturing Director",2,"Divorced",14016.5941736211,14394,1,"Y","No",25,4,1,64,1,13,6,4,13,3,0,2
NA,"Yes","Travel_Rarely",1277,"Research & Development",15,1,"Medical",1,582,2,"Male",56,3,3,"Manager",3,"Married",3148.59941574312,24619,7,"Y","Yes",12,3,4,80,0,15,2,4,13,6,7,7
33,"Yes","Travel_Rarely",414,"Research & Development",10,1,"Medical",51,584,NA,"Male",38,3,1,"Laboratory Technician",4,"Divorced",9161.5407741289,6705,7,"Y","No",13,3,1,80,3,8,2,3,4,3,6,3
30,"No","Travel_Rarely",413,"Sales",NA,1,"Marketing",1,585,4,"Male",57,3,1,"Sales Representative",2,"Single",626.120130751948,NA,0,"Y","No",14,3,1,80,0,4,3,3,12,17,1,2
35,"No","Travel_Rarely",1276,"Research & Development",16,3,"Life Sciences",1,586,4,"Male",NA,3,3,"Healthcare Representative",3,NA,370.67179576321,12895,4,"Y","Yes",12,3,NA,45,NA,3,2,3,8,7,0,0
33,"Yes","Travel_Frequently",534,"Research & Development",20,3,NA,1,587,4,"Male",66,3,3,NA,3,"Married",NA,22908,3,"Y","No",12,3,1,80,0,12,2,3,1,0,0,0
34,"Yes","Travel_Frequently",988,NA,NA,3,"Human Resources",1,590,2,"Female",69,3,3,"Human Resources",1,"Divorced",34506.3012095498,11533,9,"Y","Yes",15,3,3,80,3,11,2,3,3,2,0,2
42,"No","Travel_Frequently",1474,"Research & Development",5,2,"Other",1,591,NA,"Male",39,3,1,"Laboratory Technician",3,"Married",435.254686055032,9260,NA,"Y","No",13,3,4,75,1,8,4,3,2,2,NA,0
36,"No","Non-Travel",635,"Sales",10,4,"Medical",1,592,2,"Male",32,3,3,"Sales Executive",4,"Single",6010.13267150411,15318,1,"Y","No",14,3,1,80,0,39,3,2,10,3,9,7
22,"Yes","Travel_Frequently",1368,NA,14,1,"Technical Degree",1,NA,4,"Male",99,2,1,"Laboratory Technician",3,"Single",2221.94128508795,9129,5,NA,"No",16,3,1,80,0,38,3,3,2,2,1,2
48,"No","Travel_Rarely",163,"Sales",2,5,"Marketing",1,595,2,"Female",37,3,2,"Sales Executive",4,"Married",9829.97439236381,19658,2,"Y","No",14,3,1,80,1,14,2,3,9,7,6,7
55,"No","Travel_Rarely",1117,"Sales",18,5,"Life Sciences",1,597,1,NA,83,3,4,"Manager",2,"Single",13822.2245511759,9873,3,"Y","No",23,4,3,80,0,37,NA,3,10,3,7,7
41,"No","Non-Travel",267,NA,6,2,"Life Sciences",1,599,4,"Male",56,3,2,"Sales Executive",4,NA,8836.95636448156,13430,7,"Y","No",14,3,4,80,2,16,3,3,14,3,1,10
35,"No","Travel_Rarely",619,NA,1,3,"Marketing",1,NA,2,"Male",85,3,2,NA,3,"Married",3666.22300723815,18659,9,"Y","No",11,3,3,80,0,15,2,3,11,14,6,9
40,"No","Travel_Rarely",302,"Research & Development",18,3,"Life Sciences",1,601,2,"Female",75,3,4,"Manufacturing Director",3,"Single",15919.1622288091,20364,7,"Y","No",15,3,1,80,0,22,4,3,20,7,5,13
39,"No","Travel_Frequently",443,"Research & Development",8,NA,"Life Sciences",1,602,NA,"Female",48,3,1,"Laboratory Technician",3,"Married",363.157101462271,17872,1,"Y","No",11,3,3,80,1,NA,3,3,8,3,0,7
31,"No","Travel_Rarely",828,"Sales",2,1,"Life Sciences",1,604,NA,"Male",77,3,2,"Sales Executive",1,"Single",4625.0259519916,NA,4,"Y","Yes",13,3,3,83,NA,10,2,4,6,5,0,6
45,"No","Travel_Rarely",319,"Research & Development",NA,3,"Medical",1,605,4,"Male",56,3,4,"Manufacturing Director",1,NA,21459.829841122,6950,1,"Y","Yes",21,4,4,80,1,10,5,2,10,9,5,14
45,"No","Travel_Rarely",561,"Sales",2,3,"Other",1,606,4,"Male",75,3,NA,"Sales Executive",2,"Married",8466.16501996213,16177,0,"Y","No",19,3,2,80,3,9,3,4,8,7,3,7
26,"Yes","Travel_Frequently",426,"Human Resources",17,4,"Life Sciences",1,608,2,"Female",58,3,1,"Human Resources",3,"Divorced",NA,22808,0,"Y","Yes",11,3,2,1,1,8,2,2,7,7,3,0
29,"No","Travel_Rarely",232,"Research & Development",19,3,"Technical Degree",1,611,4,"Male",34,3,2,"Manufacturing Director",4,"Divorced",9914.19750133948,22899,NA,"Y","No",12,3,2,80,2,8,2,4,3,2,1,2
33,"No","Travel_Rarely",922,"Research & Development",1,5,"Medical",22,612,1,"Female",95,3,4,"Research Director",3,"Divorced",14579.8187243157,22578,4,"Y","No",19,3,3,80,3,NA,2,3,6,5,0,5
31,"No","Travel_Rarely",688,"Sales",7,3,"Life Sciences",1,613,3,"Male",44,2,3,"Manager",4,NA,19552.3247044483,25291,NA,"Y","No",21,4,2,80,1,10,3,2,5,4,0,1
18,"Yes","Travel_Frequently",1306,"Sales",NA,3,"Marketing",1,614,2,"Male",69,3,1,"Sales Representative",2,"Single",4213.45429665159,8059,1,"Y","Yes",14,3,4,1,0,0,3,3,0,0,0,0
40,"No","Non-Travel",NA,NA,28,3,"Other",1,615,3,"Male",58,1,4,NA,1,"Divorced",5153.52238157207,11373,NA,"Y","No",22,3,3,80,1,20,2,3,1,0,0,1
41,"No","Non-Travel",509,"Research & Development",NA,4,"Other",1,616,1,"Female",62,NA,2,"Healthcare Representative",NA,"Single",632.34451018533,2112,2,"Y","Yes",17,3,NA,80,0,10,3,3,8,7,0,7
26,"No","Travel_Rarely",775,"Sales",29,NA,NA,1,618,1,"Male",45,NA,2,"Sales Executive",2,"Divorced",61957,4267,5,NA,"No",12,3,1,80,2,8,5,3,0,0,0,0
35,"No","Travel_Rarely",195,"Sales",1,3,"Medical",1,620,1,"Female",80,3,2,"Sales Executive",3,"Single",1138.98567717987,6698,1,"Y","No",16,3,4,80,0,5,3,3,5,4,0,3
34,"No","Travel_Rarely",258,"Sales",21,4,"Life Sciences",45,621,4,"Male",74,4,2,"Sales Executive",4,"Single",2599.22262927462,19921,1,"Y",NA,12,3,4,80,0,10,3,3,10,7,NA,7
26,"Yes","Travel_Rarely",674,"Research & Development",24,3,"Technical Degree",1,622,3,"Male",66,1,1,"Laboratory Technician",3,"Single",10300.2790173419,23213,1,"Y","Yes",18,3,2,80,0,1,3,1,1,0,0,0
48,NA,"Travel_Rarely",799,"Research & Development",1,3,"Technical Degree",1,850,2,"Female",59,3,3,"Manufacturing Director",4,"Single",21100.5438697963,23848,4,"Y","No",17,3,4,80,0,12,NA,4,6,5,1,2
46,"No","Travel_Frequently",NA,"Research & Development",18,1,"Medical",1,624,1,"Female",86,NA,3,"Healthcare Representative",3,"Married",14173.957048043,8984,NA,"Y","No",11,3,4,80,0,28,3,2,2,2,3,2
41,"No","Travel_Rarely",1276,"Sales",2,5,"Life Sciences",1,625,2,"Female",91,3,4,"Manager",1,"Married",13796,5626,7,"Y","No",16,3,2,80,1,22,2,3,18,16,11,8
37,"No","Non-Travel",751,"Sales",9,4,"Medical",1,626,1,"Male",69,3,3,"Sales Executive",2,"Divorced",115213,24666,1,"Y","No",13,3,4,80,2,9,6,3,9,5,2,3
52,"No","Travel_Rarely",956,"Research & Development",6,2,"Technical Degree",1,1812,4,"Male",32,3,NA,"Research Scientist",2,NA,7088.65016213743,22087,1,"Y",NA,12,3,2,80,2,18,3,3,10,9,6,9
32,"Yes","Non-Travel",1474,"Sales",11,4,"Other",1,631,1,"Male",60,4,4,"Sales Executive",3,"Married",5378.47162901856,23914,8,"Y","No",12,3,3,NA,0,6,2,3,4,2,4,8
24,"No","Travel_Frequently",535,"Sales",24,3,"Medical",1,632,4,"Male",38,3,1,"Sales Representative",4,"Married",5463.6594290527,5530,0,"Y","No",13,3,3,19,2,3,3,3,2,NA,2,9
NA,"No","Travel_Rarely",1495,"Research & Development",10,3,"Medical",1,634,3,"Female",76,3,NA,"Healthcare Representative",3,"Married",38775.8624077129,22174,3,"Y","No",19,3,3,80,1,18,4,3,7,NA,0,0
37,"No","Travel_Rarely",446,"Research & Development",1,4,"Life Sciences",75,635,1,"Female",65,NA,2,"Manufacturing Director",2,"Married",3857.49191080987,15701,8,"Y","No",12,3,2,80,1,8,2,2,6,5,4,3
49,"No","Travel_Rarely",1245,"Research & Development",21,4,"Life Sciences",1,638,4,"Male",NA,2,5,"Research Director",3,"Divorced",6758.79105638024,2125,1,"Y","Yes",17,3,3,80,NA,31,5,3,31,9,0,9
24,"No","Travel_Rarely",691,"Research & Development",23,3,"Medical",1,1011,2,"Male",89,4,1,"Research Scientist",4,"Married",2107.11675579764,21630,1,NA,"Yes",15,4,2,80,2,6,3,3,6,5,1,8
26,"No","Travel_Rarely",1320,"Sales",28,5,"Marketing",1,641,1,"Male",66,3,2,"Sales Executive",2,NA,5911,7428,1,"Y","No",20,4,4,80,2,6,5,4,5,3,1,4
24,"No","Travel_Rarely",823,"Research & Development",17,2,"Other",1,643,4,"Male",94,2,1,"Laboratory Technician",2,"Married",129.811517845474,9100,1,"Y","No",21,4,4,80,1,1,2,3,1,0,0,0
50,"No","Travel_Frequently",1246,"Human Resources",3,NA,NA,1,1488,1,"Male",99,3,5,"Manager",2,"Married",41193,7999,1,"Y","No",11,3,3,80,1,32,2,3,32,5,7,7
24,"No","Travel_Rarely",622,NA,13,1,"Medical",1,645,2,"Male",40,3,1,"Sales Representative",3,"Married",103788,26376,1,"Y",NA,11,3,3,80,NA,28,1,3,7,4,0,6
24,"Yes","Travel_Frequently",1287,"Research & Development",7,3,"Life Sciences",1,647,1,"Female",55,3,1,"Laboratory Technician",3,"Married",11111.0877269207,2354,1,"Y","Yes",16,3,NA,80,1,6,4,3,6,3,1,2
30,"Yes","Travel_Frequently",448,"Sales",20,4,"Life Sciences",1,648,2,"Male",74,2,1,NA,1,"Married",6010.18034305908,14470,1,"Y","No",18,3,3,80,1,1,2,4,1,0,2,0
34,"No","Travel_Rarely",254,"Research & Development",1,2,"Life Sciences",1,1191,2,"Male",83,2,1,"Research Scientist",NA,"Married",26656.0163908511,22794,1,"Y","Yes",13,3,4,62,1,6,3,3,6,5,1,3
31,"Yes","Travel_Rarely",1365,"Sales",13,4,"Medical",1,NA,2,"Male",46,3,2,"Sales Executive",1,"Divorced",29760,11512,2,"Y","No",17,3,3,80,0,9,2,1,3,1,5,2
35,"No",NA,538,"Research & Development",25,2,"Other",1,652,3,"Male",54,2,2,"Laboratory Technician",NA,"Single",6437.68833395094,14004,4,"Y","No",14,3,4,80,0,9,3,3,3,2,0,2
31,"No","Travel_Rarely",525,"Sales",6,4,NA,1,653,2,"Male",66,4,2,"Sales Executive",3,"Divorced",83994,3968,4,"Y","No",22,4,4,80,2,13,4,4,7,7,5,7
27,"No",NA,1099,"Research & Development",3,4,"Medical",1,655,1,"Female",66,2,1,"Research Scientist",NA,"Divorced",557.743092839739,5013,0,"Y","No",12,3,NA,80,2,NA,5,2,5,3,0,3
44,"No","Travel_Rarely",558,NA,3,3,"Marketing",1,656,4,"Male",75,3,1,"Sales Executive",3,"Married",720.288863947137,3010,4,"Y","Yes",11,3,3,80,1,NA,3,2,NA,0,1,0
20,"No","Travel_Rarely",959,"Research & Development",1,3,"Life Sciences",1,657,3,"Female",83,1,1,"Research Scientist",2,"Single",82609,11757,1,"Y","No",13,NA,4,80,0,1,0,4,1,0,0,0
42,NA,"Travel_Rarely",622,"Research & Development",2,4,"Life Sciences",1,659,3,NA,81,3,2,"Healthcare Representative",4,"Married",10148.2511968513,NA,1,"Y","No",13,3,2,80,NA,10,4,3,10,NA,2,2
NA,"No","Travel_Rarely",782,"Research & Development",6,4,"Other",1,661,2,"Male",50,2,4,"Research Director",4,"Divorced",16808.0266024928,2671,4,"Y","Yes",14,3,3,80,1,21,NA,3,1,0,0,0
38,"No","Travel_Rarely",362,"Research & Development",1,1,"Life Sciences",1,662,3,"Female",43,3,NA,"Research Scientist",2,"Single",1792.23621023633,14561,3,"Y","No",17,3,4,80,0,8,3,2,0,0,0,0
43,"No","Travel_Frequently",1001,"Research & Development",9,5,"Medical",1,663,4,"Male",NA,NA,2,"Laboratory Technician",3,"Divorced",32324,19627,3,"Y","Yes",13,3,1,80,NA,13,3,3,8,12,4,7
48,"No","Travel_Rarely",1236,"Research & Development",1,4,"Life Sciences",1,664,4,"Female",40,2,4,"Manager",NA,"Married",1227.70700689346,17997,7,"Y","No",11,3,1,80,1,21,3,1,3,2,0,2
34,"No","Travel_Rarely",1112,"Human Resources",1,4,"Life Sciences",1,568,1,"Female",50,2,2,"Human Resources",3,"Single",4573.66336469262,9176,5,"Y","No",11,3,2,80,0,10,NA,4,2,2,0,2
24,"No","Travel_Rarely",204,"Sales",14,3,"Technical Degree",1,666,3,"Female",31,3,1,"Sales Representative",3,NA,407.266427274433,2912,1,"Y","Yes",18,3,4,80,1,1,3,3,8,2,0,6
27,"Yes","Travel_Rarely",775,"Sales",2,1,"Marketing",1,667,3,"Male",85,3,1,"Sales Representative",1,"Divorced",498.620856631148,16346,0,"Y","No",11,3,2,76,1,5,3,3,4,3,0,2
21,"No","Travel_Rarely",1343,"Sales",22,5,"Technical Degree",1,669,3,"Male",49,3,NA,"Sales Representative",3,"Single",2601.29352321474,24444,1,"Y","No",11,3,3,97,0,3,2,3,3,2,1,2
44,"No","Travel_Rarely",1315,"Research & Development",3,4,"Other",1,671,2,"Male",35,3,5,"Manager",4,"Married",20454.9996058693,9358,NA,NA,"Yes",12,3,1,80,1,15,2,4,2,NA,0,1
22,"No","Travel_Rarely",604,"Research & Development",6,1,"Medical",1,675,1,"Male",69,3,1,"Research Scientist",NA,"Married",859.494923967115,12145,0,"Y","No",20,NA,4,80,0,3,3,3,2,2,2,2
NA,"No","Travel_Rarely",1216,"Sales",8,4,"Marketing",1,951,3,"Male",39,3,2,"Sales Executive",NA,"Divorced",12297.3091214503,20431,0,"Y",NA,12,3,4,80,0,11,3,3,5,0,1,2
32,"No","Travel_Rarely",646,"Research & Development",9,4,"Life Sciences",1,679,1,"Female",92,3,2,"Research Scientist",4,"Married",5144.28609399187,18089,1,"Y","Yes",12,3,2,80,1,6,2,2,6,4,0,5
30,"No","Travel_Frequently",160,"Research & Development",3,1,"Medical",1,680,NA,"Female",NA,3,1,"Research Scientist",3,"Divorced",301.281765825806,22653,1,"Y","No",20,4,NA,NA,1,1,4,3,1,0,0,0
53,"No","Travel_Rarely",1195,"Sales",14,1,"Medical",1,682,4,"Female",34,3,2,"Sales Executive",1,"Single",12740.5421240686,7507,7,"Y","No",20,4,4,80,0,18,6,4,14,7,8,10
34,"No","Travel_Rarely",1397,"Research & Development",1,5,"Life Sciences",1,683,2,"Male",42,3,1,"Research Scientist",4,"Married",NA,7660,1,"Y","No",12,3,4,80,1,10,4,2,18,9,8,8
45,"Yes","Travel_Frequently",306,NA,26,4,"Life Sciences",23,684,1,"Female",100,3,2,"Sales Executive",1,"Married",345.494106907372,5630,NA,"Y","No",14,3,3,80,2,5,4,3,1,1,0,0
26,"No","Travel_Rarely",738,"Research & Development",1,3,"Life Sciences",1,686,3,"Female",71,3,1,"Laboratory Technician",NA,"Married",11790.6337338955,17759,NA,NA,"Yes",13,4,NA,80,1,3,2,3,3,2,0,3
37,"No","Travel_Rarely",NA,"Research & Development",3,NA,"Other",NA,689,1,"Male",36,3,3,"Manufacturing Director",3,"Married",NA,9606,1,"Y","No",15,3,3,26,1,10,2,3,10,7,7,NA
29,"No","Travel_Rarely",1176,"Sales",3,2,"Medical",1,NA,2,"Female",62,3,2,"Sales Executive",3,"Married",5418.23920099121,3487,1,"Y","No",14,3,3,80,1,6,5,2,NA,0,1,NA
35,"No","Travel_Rarely",1017,"Research & Development",6,4,"Life Sciences",1,691,2,"Male",82,1,2,"Research Scientist",NA,"Single",19538.9438734325,19368,1,"Y","No",13,3,2,80,0,NA,3,3,17,11,11,8
33,"No","Travel_Frequently",1296,"Research & Development",6,3,"Life Sciences",1,692,3,"Male",30,2,2,"Healthcare Representative",4,NA,31987.396271837,5335,3,"Y","No",23,4,3,80,1,15,2,1,13,11,4,7
54,"No","Travel_Rarely",397,"Human Resources",NA,4,"Medical",80,NA,3,NA,88,3,3,"Human Resources",2,NA,4003.7620187195,6729,2,"Y","No",15,3,3,80,1,16,1,4,9,7,7,1
36,"No","Travel_Rarely",913,"Research & Development",9,2,"Medical",1,699,2,"Male",79,2,2,"Manufacturing Director",2,"Divorced",22048.8300014587,NA,2,"Y","Yes",11,3,3,80,1,13,4,3,NA,2,0,10
27,"No","Travel_Rarely",1115,"Research & Development",3,4,"Medical",1,NA,1,"Male",54,2,1,"Research Scientist",4,"Single",5455.02609530978,15174,0,"Y","No",13,3,4,80,0,5,0,3,4,2,NA,1
20,"Yes","Travel_Rarely",1362,"Research & Development",10,1,"Medical",1,701,4,"Male",32,3,1,"Research Scientist",3,NA,84.6630526186278,26999,1,"Y",NA,11,3,4,80,0,1,0,3,1,0,NA,1
33,"Yes","Travel_Frequently",1076,"Research & Development",NA,3,"Life Sciences",1,702,3,"Male",70,3,1,"Research Scientist",1,"Single",6250.38508276185,3164,3,"Y","Yes",11,3,1,80,0,40,3,3,10,2,9,7
35,"No","Non-Travel",727,NA,3,3,"Life Sciences",1,704,NA,"Male",41,2,1,"Laboratory Technician",3,"Married",124.969978280497,2285,1,"Y","No",18,3,3,80,2,38,3,3,5,0,NA,0
23,"No","Travel_Rarely",885,"Research & Development",4,3,"Medical",1,705,1,"Male",58,3,1,"Research Scientist",1,"Married",3818.59655966456,8544,5,"Y","No",16,3,NA,80,1,NA,NA,4,3,2,0,2
25,"No","Travel_Rarely",810,"Sales",8,3,"Life Sciences",1,707,2,NA,57,4,2,"Sales Executive",2,"Married",8050.37395438552,15678,0,"Y","No",22,4,3,80,1,4,4,3,NA,2,2,2
38,"No","Travel_Rarely",NA,"Sales",7,4,"Marketing",1,709,NA,NA,46,2,2,"Sales Executive",4,"Single",NA,7791,0,"Y","No",20,4,1,80,0,8,2,3,7,7,0,5
29,"No","Travel_Frequently",806,"Research & Development",1,4,"Life Sciences",1,710,2,"Male",76,1,1,"Research Scientist",4,"Divorced",8677.53835504428,18959,1,"Y","No",18,3,NA,13,1,37,5,4,10,7,2,8
48,"No",NA,817,NA,15,4,"Marketing",1,712,2,"Male",56,4,2,"Sales Executive",3,"Married",91705,18597,3,"Y","No",12,3,4,80,0,12,3,3,2,2,2,2
27,"No","Travel_Frequently",1410,"Sales",3,5,NA,1,714,4,"Female",71,4,NA,"Sales Executive",4,"Divorced",18145.2286590175,NA,NA,"Y",NA,20,4,2,85,2,6,3,3,6,5,0,17
37,"No","Travel_Rarely",1225,"Research & Development",10,NA,"Life Sciences",1,715,2,"Male",NA,4,1,"Research Scientist",2,"Single",2654.78975469904,15232,3,"Y","No",17,3,1,58,0,4,2,NA,1,0,0,0
50,"No",NA,1207,"Research & Development",28,1,"Medical",1,716,4,"Male",74,4,1,"Laboratory Technician",3,"Married",105.147467997802,3297,1,"Y",NA,11,3,3,80,3,20,3,3,20,8,NA,NA
34,"No","Travel_Rarely",1442,"Research & Development",9,3,"Medical",1,717,4,"Female",46,2,3,"Healthcare Representative",2,"Single",21575.5846208845,17654,1,"Y","No",14,3,2,80,0,9,3,4,8,7,7,NA
24,"Yes","Travel_Rarely",693,"Sales",3,2,"Life Sciences",1,NA,4,"Female",65,3,2,"Sales Executive",3,"Single",NA,24785,9,"Y","No",14,3,1,80,0,4,3,3,2,2,2,0
NA,"No",NA,NA,"Research & Development",2,4,"Technical Degree",1,721,4,"Female",80,2,2,"Healthcare Representative",3,"Single",NA,20978,1,"Y","No",11,3,2,1,0,30,4,3,20,7,11,10
32,"No","Travel_Rarely",1377,"Sales",10,3,NA,1,722,4,"Male",55,3,2,"Sales Executive",4,"Single",13760.0080605737,21703,1,"Y",NA,12,3,4,80,0,10,2,2,10,7,0,8
57,"Yes","Travel_Frequently",562,"Sales",8,NA,"Technical Degree",1,723,2,NA,50,NA,2,"Sales Executive",3,"Married",2482.4295796617,23452,3,"Y","Yes",14,3,1,80,NA,NA,4,3,4,3,1,3
38,"No","Travel_Rarely",827,"Research & Development",1,4,"Life Sciences",1,724,2,"Female",33,4,2,"Healthcare Representative",4,"Single",NA,16336,0,"Y","No",13,3,3,80,0,10,4,2,9,3,1,8
